,Network,User,Date,Text,Positive,Neutral,Negative,Compound
247,@BBC,John Richards,Wed Nov 01 03:19:21 +0000 2017,"What a vile tv interviewer, almost as awful as the Brit @bbc #LauraK - how they get their jobs is anyone’s guess https://t.co/uF9DZP4rPC",0.0,0.736,0.264,-0.7796
248,@BBC,Nishanth K M,Wed Nov 01 03:19:05 +0000 2017,@IndiaToday @HarmeetSS @timesofindia @republic @TimesNow @CNNnews18 @WIONews @BBC @BBCWorld @CNN why silent ?,0.0,1.0,0.0,0.0
249,@BBC,Hemant Dass,Wed Nov 01 03:18:29 +0000 2017,RT @parmananddas1: #burnew @oprah  #hadiya #zimvwi #pakvsl #aadhaar #chennai #nyvtor @nba @aajtak @zeenews @srbachchan @bbcnews @bbc @aajta…,0.0,1.0,0.0,0.0
250,@BBC,Justice misses H .,Wed Nov 01 03:18:11 +0000 2017,RT @cutedorkyIouis: @HSupdating @bbcmusic    @BBC     how can we watch Harry's bbc special if we're from the U.S?? ????,0.153,0.847,0.0,0.4696
251,@BBC,Col Som Sharma,Wed Nov 01 03:16:43 +0000 2017,"Veterans Soldier views
Gr8 Misfortune of Mother India @narendramodi is 45% #Quota selected IAS ruling &amp; #DegradingAFs @adgpi @IAF_MCC @BBC",0.163,0.837,0.0,0.5719
252,@BBC,Garima,Wed Nov 01 03:16:32 +0000 2017,RT @parmananddas1: #burnew @oprah  #hadiya #zimvwi #pakvsl #aadhaar #chennai #nyvtor @nba @aajtak @zeenews @srbachchan @bbcnews @bbc @aajta…,0.0,1.0,0.0,0.0
253,@BBC,nguema,Wed Nov 01 03:14:06 +0000 2017,RT @SmilePaix_Amour: @UN @RFI @BBC @CGT @ARTEde @CNN @force_ouvriere @MSN @Yahoo @clauvergnier . #Gabon : #ArrestationsArbitraires du syndi…,0.0,1.0,0.0,0.0
254,@BBC,FlacoBarreiro,Wed Nov 01 03:13:36 +0000 2017,@Juanjos_RP @asperger132 @NKollack @hector06gramajo @CarmenClausse @newspaperat8 @IgnacioValle3 @caciquepaturuzu… https://t.co/GJhOePkwPk,0.0,1.0,0.0,0.0
255,@BBC,Brendan O'Kelly,Wed Nov 01 03:13:03 +0000 2017,"RT @AWAKEALERT: Which News Media Are The Biggest Liars
Please vote and RT 

@RT_com @CNN @Foxnews @BBC #Mueller #NorthKorea #Iran 
#Hallowe…",0.093,0.769,0.138,-0.2732
256,@BBC,T,Wed Nov 01 03:11:48 +0000 2017,"RT @DoctorYasmin: No, @BBC, ""aloo akbar"" does not mean God is great in Arabic. It means ""potatoes are great"" in Hindi/Arabic ? Pronunciatio…",0.271,0.596,0.133,0.734
257,@BBC,Yemen,Wed Nov 01 03:11:15 +0000 2017,"""Yemen children, under siege and months of bombing, in a humanitarian crisis"" - via @BBC #ChildrenUnderAttack https://t.co/CgrsGesU5J",0.0,0.773,0.227,-0.6249
258,@BBC,MPhillpyF,Wed Nov 01 03:09:21 +0000 2017,"RT @DoctorYasmin: No, @BBC, ""aloo akbar"" does not mean God is great in Arabic. It means ""potatoes are great"" in Hindi/Arabic ? Pronunciatio…",0.271,0.596,0.133,0.734
259,@BBC,Ada,Wed Nov 01 03:08:33 +0000 2017,RT @GrouciDjamila: @Cat_Kapow @Olympics @SBSNews @ChannelNewsAsia @nzherald @BBC  https://t.co/TjySYvshCS,0.0,1.0,0.0,0.0
260,@BBC,annia really,Wed Nov 01 03:07:03 +0000 2017,"RT @ArgyleLoz: The MSM, @BBC are going out of their way to protect the #TorySleaze allegations, while hanging Labour out to dry at every tu…",0.098,0.902,0.0,0.3818
261,@BBC,P??M?? ???,Wed Nov 01 03:05:02 +0000 2017,RT @parmananddas1: #burnew @oprah  #hadiya #zimvwi #pakvsl #aadhaar #chennai #nyvtor @nba @aajtak @zeenews @srbachchan @bbcnews @bbc @aajta…,0.0,1.0,0.0,0.0
262,@BBC,Andre Bezuidenhout,Wed Nov 01 03:01:46 +0000 2017,"RT @JGvanZyl_ZA: Past 24hrs 5 #farmattacks resulting in 3 murders. Retaliation on #BlackMonday @CNN @BBC 

Crime puts #Rugby #WorldRugby 
#…",0.0,0.681,0.319,-0.8176
263,@BBC,Pradeepdass,Wed Nov 01 03:00:54 +0000 2017,RT @parmananddas1: #burnew @oprah  #hadiya #zimvwi #pakvsl #aadhaar #chennai #nyvtor @nba @aajtak @zeenews @srbachchan @bbcnews @bbc @aajta…,0.0,1.0,0.0,0.0
264,@BBC,????H??V???  D@$,Wed Nov 01 02:59:33 +0000 2017,RT @parmananddas1: #burnew @oprah  #hadiya #zimvwi #pakvsl #aadhaar #chennai #nyvtor @nba @aajtak @zeenews @srbachchan @bbcnews @bbc @aajta…,0.0,1.0,0.0,0.0
265,@BBC,Juan Jose,Wed Nov 01 02:58:31 +0000 2017,@asperger132 @flacobarreiro @NKollack @hector06gramajo @CarmenClausse @newspaperat8 @IgnacioValle3 @caciquepaturuzu… https://t.co/QSBTRtMeTZ,0.0,1.0,0.0,0.0
266,@BBC,Dr. Yasmin ???♀??,Wed Nov 01 02:57:32 +0000 2017,"RT @BioShannon: @DoctorYasmin @BBC ""Gourd is great.""",0.0,1.0,0.0,0.0
267,@BBC,Marq Sutton,Wed Nov 01 02:57:22 +0000 2017,Mind blown #BluePlanet2 @bbc,0.0,1.0,0.0,0.0
268,@BBC,Elizabeth Cavanaugh,Wed Nov 01 02:52:57 +0000 2017,RT @angelabradyRIBA: The show begins #StirlingPrize #architecture @ArchitectsJrnal @BBC @RIBA @riaionline @guardian https://t.co/GPNdRny6nD,0.0,1.0,0.0,0.0
269,@BBC,IaM YoU,Wed Nov 01 02:52:52 +0000 2017,"RT @AWAKEALERT: Did You know?
Max Keiser left @BBC because he got strict orders not to mention #ISRAEL in any context. 

#BDS #Palestine #G…",0.0,1.0,0.0,0.0
270,@BBC,Marcus Austin,Wed Nov 01 02:52:38 +0000 2017,RT @GrouciDjamila: @Cat_Kapow @Olympics @SBSNews @ChannelNewsAsia @nzherald @BBC  https://t.co/TjySYvshCS,0.0,1.0,0.0,0.0
271,@BBC,MiguelPenida,Wed Nov 01 02:51:45 +0000 2017,@PatoBullrich @fantinofantino @luisnovaresio @majulluis @lauritalonso @arroyosalgado @elisacarrio @LanataPPT… https://t.co/qm4d7X3BzA,0.0,1.0,0.0,0.0
272,@BBC,Ellen L. Simms,Wed Nov 01 02:50:34 +0000 2017,RT @nicolekearney: David Attenborough talking about Shaw's 1799 description of the Platypus. #swoon #NaturalCuriosities #notahoax @bbc @Bio…,0.0,1.0,0.0,0.0
273,@BBC,刘建华,Wed Nov 01 02:50:00 +0000 2017,"RT @Rulai_RPG: 正在直播地址：郭文贵强奸迫害Mary全情 https://t.co/FgdLXdcaua
@JackPosobiec @ap @Reuters @BBC @wmeng8 @RuiMaZhanJ",0.0,1.0,0.0,0.0
274,@BBC,J. Chris Pires,Wed Nov 01 02:49:52 +0000 2017,RT @nicolekearney: David Attenborough talking about Shaw's 1799 description of the Platypus. #swoon #NaturalCuriosities #notahoax @bbc @Bio…,0.0,1.0,0.0,0.0
275,@BBC,刘建华,Wed Nov 01 02:49:47 +0000 2017,"RT @Rulai_RPG: 网友来稿：郭文贵造假军团诞生记 Disclosing GuoWengui's Fraud Team
@Reuters @AP @BBC @CNNi @DailyMail @VOAChinese @wmeng8 @JackPosobiec @Kwok…",0.0,0.798,0.202,-0.5859
276,@BBC,Deb Roscoe,Wed Nov 01 02:49:40 +0000 2017,"RT @OneBloodYeAndI: Killing not a mgmt strategy, @SenateApprops End war on #wildhorses! @BBC @DerSPIEGEL @politico #BelovedWorldwide https:…",0.0,0.62,0.38,-0.8622
277,@BBC,The Dog Crusader,Wed Nov 01 02:49:35 +0000 2017,RT @GrouciDjamila: @Cat_Kapow @Olympics @SBSNews @ChannelNewsAsia @nzherald @BBC  https://t.co/TjySYvshCS,0.0,1.0,0.0,0.0
278,@BBC,Rob Hedrick,Wed Nov 01 02:47:29 +0000 2017,RT @queenwaldorff: #BREAKING #REDCOVE ALERT  @CNN @BBC @CanPress watch the carnage #LIVE and report  ?????????????… https://t.co/mOtMjR9zPP,0.164,0.836,0.0,0.4466
279,@BBC,LA McMotaung LK,Wed Nov 01 02:47:21 +0000 2017,@JGvanZyl_ZA @CNN @BBC  https://t.co/BizMnqJDFE,0.0,1.0,0.0,0.0
280,@BBC,JC Souperstar,Wed Nov 01 02:47:03 +0000 2017,"@SebGorka @BBC @realDonaldTrump Seriously, how you can lie about Trump NOT being a harasser and assaulter after he… https://t.co/KQVWlHyWGV",0.0,0.758,0.242,-0.6249
281,@BBC,Professional Fangirl,Wed Nov 01 02:45:05 +0000 2017,RT @BBC: Think you're a @Harry_Styles superfan? Test your knowledge in this fiendishly difficult quiz. ? https://t.co/Bmk2ooGP9e https://t.…,0.0,0.857,0.143,-0.3612
282,@BBC,think for yourself,Wed Nov 01 02:45:00 +0000 2017,@JackBMontgomery @RedHotSquirrel It's from PC @BBC. What else dya expect!  Mustn't say Muslim in relation to Terror Attacks.,0.0,0.708,0.292,-0.7644
283,@BBC,WeBeOfOneBloodYe&I,Wed Nov 01 02:43:35 +0000 2017,"Killing not a mgmt strategy, @SenateApprops End war on #wildhorses! @BBC @DerSPIEGEL @politico #BelovedWorldwide https://t.co/tDtejAxjY7",0.0,0.583,0.417,-0.8622
284,@BBC,ERDK~111,Wed Nov 01 02:43:08 +0000 2017,"RT @ProfElvanAktas: ""Kanl? Tiyatro""
""Deadly Theater""
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RF…",0.0,1.0,0.0,0.0
285,@BBC,carolyn limnyuy,Wed Nov 01 02:42:16 +0000 2017,"RT @WestCameroons: @judithnwana @PR_Paul_Biya @UN @antonioguterres @BBC Biya doesn't give gifts, he corrupts &amp; bribes. If @antonioguterres…",0.0,1.0,0.0,0.0
286,@BBC,MiguelPenida,Wed Nov 01 02:41:25 +0000 2017,"HDP ERAN QUIENES SILBARON a un grande, LACRAS ! @lemonde_pol @elpais_espana @guardian @AP @WSJ @BBC @washingtonpost… https://t.co/17pAYhhUYg",0.0,1.0,0.0,0.0
287,@BBC,Vinod Kumar,Wed Nov 01 02:41:20 +0000 2017,@ShashiTharoor Has cong hired @BBC for antiIndia campaign @BJP4India @AmitShah @narendramodi,0.0,1.0,0.0,0.0
288,@BBC,Teresa Pitt Green,Wed Nov 01 02:40:46 +0000 2017,"RT @BBC: If you've still struggling to do the downward dog, you've got your work cut out. She's 98 by the way. ? ? https://t.co/6HBcSsungS",0.0,0.811,0.189,-0.5994
289,@BBC,Elvan Aktas,Wed Nov 01 02:39:47 +0000 2017,"""Kanl? Tiyatro""
""Deadly Theater""
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff… https://t.co/hErKra4Ot7",0.0,1.0,0.0,0.0
290,@BBC,Toolazytobother,Wed Nov 01 02:39:36 +0000 2017,@GJMarshy @MunroeBergdorf @BBC I enjoyed it cause her baseless racial rhetoric was rinsed by statistics and facts a… https://t.co/SViKC7b1uJ,0.163,0.837,0.0,0.5106
291,@BBC,selim kull,Wed Nov 01 02:39:12 +0000 2017,"RT @ProfElvanAktas: ""Kanl? Tiyatro""
""Deadly Theater""
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RF…",0.0,1.0,0.0,0.0
292,@BBC,SethBedeGB,Wed Nov 01 02:38:58 +0000 2017,"@WhiteHouse - @Pontifex - @TheVaticanXCP - @WestminsterCath - @StJamesPalace - @BBC - @ITV - @SethBedeGB - ""Happy All-Saints' Day - Peace!"".",0.266,0.734,0.0,0.6114
293,@BBC,MiguelPenida,Wed Nov 01 02:38:53 +0000 2017,"1 SINIESTRO Y UN senador (PERONISTA) según e, para MI UN TRAIDOR A LA PATRIA HIJO DE PUTA #PICHETTOTRAIDOR… https://t.co/7Rpx8kwvdx",0.0,1.0,0.0,0.0
294,@BBC,Ana Zambrana,Wed Nov 01 02:38:37 +0000 2017,"RT @BBC: All sea life will be affected because C02 emissions are making the oceans more acidic, a major new report will say. https://t.co/R…",0.0,0.932,0.068,-0.1531
295,@BBC,PLEASE CAMILA,Wed Nov 01 02:38:21 +0000 2017,"RT @BBC: Slick choreography, lush vocals &amp; a trumpet solo. ? @Camila_Cabello's performance was #R1TeenAwards' biggest treat. https://t.co/G…",0.153,0.847,0.0,0.4019
296,@BBC,LAN,Wed Nov 01 02:37:42 +0000 2017,#Honduras is “the deadliest per capita country...” @BBC @AFP @ABC @nbc @ElHuffPost @ThievesofState @USATODAY #LatAm https://t.co/0eB0u7ctxU,0.0,1.0,0.0,0.0
297,@BBC,Juan Jose,Wed Nov 01 02:36:11 +0000 2017,@Jos3Oliva @IgnacioValle3 @alasrotas2011 @NKollack @asperger132 @hector06gramajo @caciquepaturuzu @EnzoCace… https://t.co/vj0uPNFUtk,0.0,1.0,0.0,0.0
298,@BBC,MiguelPenida,Wed Nov 01 02:35:41 +0000 2017,Un ministrito GORILON que trabaja para ellos mismos ! @lemonde_pol @elpais_espana @BBC @MiamiHerald @WSJ @guardian… https://t.co/um16mi65ul,0.0,1.0,0.0,0.0
299,@BBC,MiguelPenida,Wed Nov 01 02:33:29 +0000 2017,@lemonde_pol @elpais_espana @nytimes @WSJ @MiamiHerald @guardian @AP @washingtonpost @ElHuffPost @thesundaytimes… https://t.co/mrdAoUnjKm,0.0,1.0,0.0,0.0
300,@NYT,SquareOne?,Wed Nov 01 03:59:05 +0000 2017,What’s the Economic Cost of Brexit? Pineapple Tells a Tale https://t.co/7yArcpDUie @NYT https://t.co/SPKjQ6d2ql,0.0,1.0,0.0,0.0
301,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 03:55:12 +0000 2017,"""What’s the Economic Cost of Brexit? Pineapple Tells a Tale"" via @NYT The New York Times https://t.co/MTThrzWb9V #businessnews #business #…",0.0,1.0,0.0,0.0
302,@NYT,Michelle Deal,Wed Nov 01 03:53:17 +0000 2017,"RT @NYT: On a Night That Celebrates Horror, It Came Close. https://t.co/lyoFpJsdsw",0.226,0.549,0.226,0.0
303,@NYT,Sue-Ellen,Wed Nov 01 03:50:32 +0000 2017,@Tool_Junkies @Lrihendry @CallMyForest @NYT That's conspiracy has long been debunked.  Look at the facts.  Look at the time line.,0.0,0.841,0.159,-0.5267
304,@NYT,Jane #DemForce,Wed Nov 01 03:38:49 +0000 2017,"@nhannahjones Oh, Geez, they're as bad the @NYT last year. Obviously, WSJ bet the bank on GOP and their horse prove… https://t.co/jGFwmh0m4x",0.0,0.857,0.143,-0.5423
305,@NYT,Linda S ????,Wed Nov 01 03:22:50 +0000 2017,RT @InsideNatGeo: .@joelsartore's #PhotoArk images illustrate the impact of natural disasters on endangered species. Via @NYT: https://t.co…,0.118,0.711,0.171,-0.2732
306,@NYT,Kazzim Zongo,Wed Nov 01 03:21:50 +0000 2017,@jheil I believe you knew about #Halperin’s sexual harassment and sexual assault. You were complicit in hiding it @MSNBC @NBC @NYT,0.0,0.642,0.358,-0.8591
307,@NYT,AugustPyke,Wed Nov 01 03:16:59 +0000 2017,@Truthdojo @TLPCon @NYT you do understand not all muslims are terrorists right?,0.0,0.728,0.272,-0.6249
308,@NYT,Kazzim Zongo,Wed Nov 01 03:05:58 +0000 2017,"@CAIR @NYT Muslim Sayfullo Habibullaevic Saipov plowed down ppl in NYC, an act of terror. Another example of the peaceful Muslim lifetyle",0.12,0.752,0.128,-0.0516
309,@NYT,bonnieT,Wed Nov 01 02:46:24 +0000 2017,"As Open Enrollment for Obamacare Begins, Confusion Reigns, via @nyt-Trump is trying to kill ACA. People will suffer. https://t.co/Io1ksO37XO",0.0,0.606,0.394,-0.886
310,@NYT,Mary Gelinas,Wed Nov 01 02:38:39 +0000 2017,@SenatorShaheen Left @NYT today after years of subscribing.,0.0,1.0,0.0,0.0
311,@NYT,SquareOne?,Wed Nov 01 02:34:26 +0000 2017,Top NPR Editor Accused of Sexual Harassment While at The New York Times https://t.co/NxPjXRFjG5 @NYT https://t.co/Zd3w5CKaMf,0.088,0.634,0.278,-0.5994
312,@NYT,SquareOne?,Wed Nov 01 02:34:25 +0000 2017,Mediator: Russia Inquiry Fails to Unite a Nation https://t.co/lNYjV9i5xf @NYT https://t.co/kaz6SpKm74,0.0,0.763,0.237,-0.4215
313,@NYT,SquareOne?,Wed Nov 01 02:34:23 +0000 2017,Netflix Suspends Production of ‘House of Cards’ https://t.co/fefxLg5l2l @NYT https://t.co/BDfkwSQfKq,0.0,1.0,0.0,0.0
314,@NYT,SquareOne?,Wed Nov 01 02:34:22 +0000 2017,Google Docs Glitch That Locked Out Users Underscores Privacy Concerns https://t.co/VeoEUXrIrr @NYT https://t.co/v40qhMTJyt,0.0,1.0,0.0,0.0
315,@NYT,SquareOne?,Wed Nov 01 02:34:20 +0000 2017,Mark Halperin’s ‘Game Change’ Partner Says He Was Unaware https://t.co/7R5aRd6hF3 @NYT https://t.co/2ucJf812SS,0.0,0.859,0.141,-0.2023
316,@NYT,SquareOne?,Wed Nov 01 02:34:18 +0000 2017,Pruitt Bars Some Scientists From Advising E.P.A. https://t.co/y6q07cOBwt @NYT https://t.co/e1MWYyxQsm,0.0,1.0,0.0,0.0
317,@NYT,SquareOne?,Wed Nov 01 02:34:17 +0000 2017,"He’s George Papadopoulos, Just Not That George Papadopoulos https://t.co/yPkr0YdPVG @NYT https://t.co/5qU92atTib",0.0,1.0,0.0,0.0
318,@NYT,SquareOne?,Wed Nov 01 02:34:15 +0000 2017,Exxon Will Pay $2.5 Million for Pollution at Gulf Coast Plants https://t.co/wp2VbwAboi @NYT https://t.co/5zwvSwUCsF,0.0,0.903,0.097,-0.1027
319,@NYT,SquareOne?,Wed Nov 01 02:34:12 +0000 2017,Breakingviews: Aetna Could Offer CVS Valuable Protection https://t.co/fjSSVCSM56 @NYT https://t.co/9VOnsFtLVs,0.256,0.744,0.0,0.4767
320,@NYT,SquareOne?,Wed Nov 01 02:34:07 +0000 2017,Matcha? Manicures? Fenty? It’s the Dawn of a New Century 21 https://t.co/LoUkTzXXED @NYT https://t.co/n18szdKtXI,0.0,1.0,0.0,0.0
321,@NYT,leslie m freudenheim,Wed Nov 01 02:19:13 +0000 2017,@nyt urge legislators to pass laws 1) pres can’t pardon self 2)pres can’t  fire a special prosecutor 3) pres candidate must reveal his taxes,0.182,0.73,0.088,0.3818
322,@NYT,USN (RET),Wed Nov 01 02:16:04 +0000 2017,"This is 
.@CNN
.@CNNPolitics
.@cnnbrk
.@FoxNews
.@NYT
.@WSJ
.@BBC
.@RT_com
.@AP_Politics
.@ATT
.@NBC
.@ABC
.@CBS
.… https://t.co/ttkDDlHLJL",0.0,1.0,0.0,0.0
323,@NYT,FrancieGrace,Wed Nov 01 02:05:56 +0000 2017,Busy news day but this (@abcnews has it) should still be on homepages of @NYT @WashingtonPost @USATODAY @NBCNews… https://t.co/nTdak7Ah1x,0.0,1.0,0.0,0.0
324,@NYT,Rebecca Staab,Wed Nov 01 01:58:08 +0000 2017,RT @InsideNatGeo: .@joelsartore's #PhotoArk images illustrate the impact of natural disasters on endangered species. Via @NYT: https://t.co…,0.118,0.711,0.171,-0.2732
325,@NYT,Mara McGuire,Wed Nov 01 01:51:36 +0000 2017,@NYT You deserve that. https://t.co/9Z797uhT7p,0.0,1.0,0.0,0.0
326,@NYT,Katiuska Cabrera B,Wed Nov 01 01:17:26 +0000 2017,@SenateGOP @CNN @nyt @BobSMueller INTEGRATES IN THE COURTS AND THE PROSECUTOR ONLY THE DEMOCRATIC PARTY THAT IS NEPOTISM AND CORRUPTION,0.153,0.847,0.0,0.5319
327,@NYT,A Y O M I D E,Wed Nov 01 01:15:24 +0000 2017,"""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" by MAYA SALAM via @NYT https://t.co/rZIFIhxucK",0.0,1.0,0.0,0.0
328,@NYT,"DreamsGen, Live It!",Wed Nov 01 01:15:15 +0000 2017,"RT @antoniovelardo_: ""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" via @NYT https://t.co/TWifabLOVV #technology",0.0,1.0,0.0,0.0
329,@NYT,Info Security,Wed Nov 01 01:14:08 +0000 2017,"RT @antoniovelardo_: ""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" via @NYT https://t.co/TWifabLOVV #technology",0.0,1.0,0.0,0.0
330,@NYT,Security Testing,Wed Nov 01 01:13:57 +0000 2017,"RT @antoniovelardo_: ""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" via @NYT https://t.co/TWifabLOVV #technology",0.0,1.0,0.0,0.0
331,@NYT,Antonio Velardo,Wed Nov 01 01:13:31 +0000 2017,"""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" via @NYT https://t.co/TWifabLOVV #technology",0.0,1.0,0.0,0.0
332,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 01:05:25 +0000 2017,"""Russia Inquiry Fails to Unite a Nation"" via @NYT The New York Times https://t.co/nqL42j35My #businessnews #business #news",0.0,0.843,0.157,-0.4215
333,@NYT,"Jose Tijam, PMP, CSM",Wed Nov 01 01:05:25 +0000 2017,"""Top NPR Editor Accused of Sexual Harassment While at The New York Times"" via @NYT The New York Times https://t.co/AWbyl18Z9T #businessnew…",0.071,0.706,0.224,-0.5994
334,@NYT,Lynn Petronella,Wed Nov 01 01:03:12 +0000 2017,@MichaelDelauzon @cala_1111 @NYT @CBS @POTUS @ABC @CNN WHO SHOULD NEVER HAVE BEEN ALLOWED TO COME TO THE USA WHY AR… https://t.co/RxSuVcoK0X,0.0,1.0,0.0,0.0
335,@NYT,Thai Nguyen,Wed Nov 01 00:50:13 +0000 2017,RT @NYT: Editorial: That Crazy Talk About Robert Mueller. https://t.co/LZj8JsYkAG,0.0,0.789,0.211,-0.34
336,@NYT,Jeremias,Wed Nov 01 00:48:28 +0000 2017,@skyfishgoo @inartic @NYT That’s gross and unnerving.,0.0,0.659,0.341,-0.4767
337,@NYT,Thomas,Wed Nov 01 00:46:09 +0000 2017,RT @Truthdojo: We're shocked I tell you. Shocked. Islam again at the root of violence and death. Yet @NYT and NYC embrace the Islamics. htt…,0.068,0.56,0.372,-0.8834
338,@NYT,Saucy T,Wed Nov 01 00:40:00 +0000 2017,RT @Truthdojo: We're shocked I tell you. Shocked. Islam again at the root of violence and death. Yet @NYT and NYC embrace the Islamics. htt…,0.068,0.56,0.372,-0.8834
339,@NYT,Deplorable CEC,Wed Nov 01 00:39:43 +0000 2017,We're shocked I tell you. Shocked. Islam again at the root of violence and death. Yet @NYT and NYC embrace the Isla… https://t.co/5XR90anUtO,0.072,0.533,0.395,-0.8834
340,@NYT,??skyfish??,Wed Nov 01 00:12:54 +0000 2017,"@harvydas @inartic @NYT gov does try to get its narrative out there, but usually thru est media

this law opens the… https://t.co/dlGuvOkYE7",0.0,1.0,0.0,0.0
341,@NYT,Dave Winer,Wed Nov 01 00:04:43 +0000 2017,"RT @NYT: Rest for the Weary, as Battered World Series Pitchers Get a Day Off. https://t.co/SGSFiCxSeC",0.0,0.87,0.13,-0.2732
342,@NYT,"Jose Tijam, PMP, CSM",Tue Oct 31 23:57:17 +0000 2017,"""Google Docs Glitch That Locked Out Users Underscores Privacy Concerns"" via @NYT The New York Times https://t.co/ClLkfsYXTS #news #tech #t…",0.0,1.0,0.0,0.0
343,@NYT,Skip Parsotam,Tue Oct 31 23:33:16 +0000 2017,RT @NYT: Ezekiel Elliott Will Serve Suspension After Injunction Is Blocked. https://t.co/vBVYRhJe0m,0.0,0.84,0.16,-0.2732
344,@NYT,Mary Frank,Tue Oct 31 23:31:57 +0000 2017,RT @NYT: A Refusal to Compromise? Civil War Historians Beg to Differ. https://t.co/kYsQLKm9b8,0.0,0.738,0.262,-0.5994
345,@NYT,25th_Amendment,Tue Oct 31 23:31:04 +0000 2017,@SarahLerner Sad that @nyt is so out of it. @maggieNYT @peterbakernyt,0.0,0.763,0.237,-0.4767
346,@NYT,Nessus,Tue Oct 31 23:25:50 +0000 2017,@NYT That man murdered my Division - Pickett,0.0,0.577,0.423,-0.6597
347,@NYT,Joycelyn Winnecke,Tue Oct 31 23:22:11 +0000 2017,@NYT visits @VSIN in Vegas. Striving to be the 'CNBC for sports gamblers.' @brentmusburger https://t.co/2UjuBQ6frt,0.0,1.0,0.0,0.0
348,@NYT,Brian Rockwood,Tue Oct 31 23:20:23 +0000 2017,@nytimes The religion of peace strikes again. I'm sure @NYT will say it wasn't radical Islam.,0.272,0.61,0.117,0.5106
349,@NYT,Bob Lowry,Tue Oct 31 23:17:05 +0000 2017,Very difficult for small-medium size dailies to match what @nyt &amp; the @washingtonpost hav done. https://t.co/fa8SVL2rWA,0.0,0.843,0.157,-0.4201
350,@NYT,Timony McKeever,Tue Oct 31 23:03:01 +0000 2017,Review: ‘Can I Get a Witness?’ Takes James Baldwin’s Message to Church https://t.co/cLvw9s1Lqr RT @NYT,0.0,1.0,0.0,0.0
351,@NYT,Mrs.Mocs,Tue Oct 31 22:44:43 +0000 2017,@NYT We know it was a Muslim terrorist!,0.0,0.546,0.454,-0.7177
352,@NYT,Brion Adair,Tue Oct 31 22:33:47 +0000 2017,@caitoz Hey I read it Caitlan. I bet spelling it is easier than trying to pronounce it. By the way I loved your adj… https://t.co/MlZHcVy2nh,0.251,0.749,0.0,0.7717
353,@NYT,Venus Communications,Tue Oct 31 22:30:29 +0000 2017,"Women in Tech speak frankly on culture of misogyny and harassment via @NYT 
https://t.co/4MDVVaTwNm https://t.co/QC18tX7Z1P",0.0,0.8,0.2,-0.5423
354,@NYT,"Jose Tijam, PMP, CSM",Tue Oct 31 21:48:19 +0000 2017,"""Mark Halperin’s ‘Game Change’ Partner Says He Was Unaware"" via @NYT The New York Times https://t.co/PhBMe0Zgo3 #businessnews #business #n…",0.0,0.909,0.091,-0.2023
355,@NYT,Jay Hudson,Tue Oct 31 21:42:41 +0000 2017,@jenuner @chrislhayes @Theremina The @NYT did a bit on it https://t.co/5zmtQbclZ1 https://t.co/5tVPXpLMyV,0.0,1.0,0.0,0.0
356,@NYT,Brad Starks,Tue Oct 31 21:34:26 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
357,@NYT,Nikhil Sonnad,Tue Oct 31 21:33:04 +0000 2017,@MacroViewpoints @NYT thanks,0.592,0.408,0.0,0.4404
358,@NYT,David David Kernan,Tue Oct 31 21:32:39 +0000 2017,"@latimes And just like the @NYT no mention of the attacker yelling ""Allahu Akbar""",0.129,0.567,0.304,-0.5267
359,@NYT,Editor Viewpoint,Tue Oct 31 21:31:18 +0000 2017,@nkl @NYT only million dollar baby wd possibly count in my top 25; I like so many tht I have to think &amp; create a li… https://t.co/vSlmFh1grN,0.336,0.664,0.0,0.8442
360,@NYT,freecris ?,Tue Oct 31 21:25:26 +0000 2017,"#spanishneofrancoism
#spanishfarright
#HiDictatorship
#repressionCAT #llibertatJordis @ft @nyt @libe @guardian… https://t.co/bmEQlEslgt",0.0,1.0,0.0,0.0
361,@NYT,vee,Tue Oct 31 21:19:12 +0000 2017,@nytimes Why show Pence as misled when it has been proven Pence was informed via letter from Re. Cummings?  Pence w… https://t.co/nK9NYBc8vj,0.0,1.0,0.0,0.0
362,@NYT,Dusty J. Cantrell,Tue Oct 31 21:17:45 +0000 2017,Will @nyt still be around in a year?? RT @frugaltraveler: All you procrastinators out there: Today (cont) https://t.co/kT9uaXDkDs,0.0,1.0,0.0,0.0
363,@NYT,Editor Viewpoint,Tue Oct 31 21:16:32 +0000 2017,@nkl see Kardashians deliver more soft power to America thn the arrogant list of @NYT ; https://t.co/ScHMjXEnGo,0.0,0.824,0.176,-0.4939
